Filename
ADP.2016-09-22T12:25:20.615
ADP.2016-09-22T12:25:28.633
ADP.2014-09-23T11:02:17.110
ADP.2014-09-23T11:05:26.580
ADP.2014-09-23T11:05:50.683
ADP.2014-09-23T11:04:11.257
ADP.2014-09-23T11:05:45.600
ADP.2014-09-23T11:05:30.230
ADP.2014-09-23T11:04:50.317
ADP.2014-09-23T11:01:04.290
ADP.2014-09-23T11:04:53.947
ADP.2014-09-23T11:03:50.820
ADP.2014-09-23T11:05:54.483
ADP.2014-09-23T11:02:13.333
ADP.2014-09-23T11:01:44.953
ADP.2014-09-23T11:04:44.253
ADP.2014-09-23T11:04:24.287
ADP.2014-09-23T11:01:16.707
ADP.2014-09-23T11:02:10.870
ADP.2014-09-23T11:05:27.227
ADP.2014-09-23T11:02:22.557
ADP.2014-09-23T11:04:45.403
ADP.2014-09-23T11:04:09.000
ADP.2014-09-23T11:05:09.663
ADP.2014-09-23T11:03:08.923
ADP.2014-09-23T11:02:37.397
ADP.2014-09-23T11:02:59.417
ADP.2014-09-23T11:04:04.763
ADP.2014-09-23T11:06:09.980
ADP.2014-09-23T11:02:37.237
ADP.2014-09-23T11:03:07.437
ADP.2014-09-23T11:03:08.443
ADP.2014-09-23T11:01:38.200
ADP.2014-09-23T11:01:54.800
ADP.2014-09-23T11:01:56.033
ADP.2014-09-23T11:02:35.843
ADP.2014-09-23T11:01:13.750
ADP.2014-09-23T11:04:23.163
ADP.2014-09-23T11:05:30.190
ADP.2014-09-23T11:02:00.833
ADP.2014-09-23T11:04:43.477
ADP.2014-09-23T11:05:19.910
ADP.2014-09-23T11:02:03.497
ADP.2014-09-23T11:05:07.110
ADP.2014-09-23T11:01:30.480
ADP.2014-09-23T11:05:18.830
ADP.2014-09-23T11:00:59.147
ADP.2014-09-23T11:03:36.337
ADP.2014-09-23T11:03:19.217
ADP.2014-09-23T11:01:57.473
ADP.2014-09-23T11:04:49.983
ADP.2014-09-23T11:01:22.160
ADP.2014-09-23T11:05:03.973
ADP.2014-09-23T11:01:51.507
ADP.2014-09-23T11:04:00.547
ADP.2014-09-23T11:03:25.457
ADP.2014-09-23T11:06:08.040
ADP.2014-09-23T11:02:56.127
ADP.2014-09-23T11:01:12.423
ADP.2014-09-23T11:04:19.500
ADP.2014-09-23T11:01:51.893
ADP.2014-09-23T11:00:38.773
ADP.2014-09-23T11:05:12.290
ADP.2014-09-23T11:05:05.240
ADP.2014-09-23T11:04:16.887
ADP.2014-09-23T11:01:17.680
ADP.2014-09-23T11:02:07.557
ADP.2014-09-23T11:03:33.693
ADP.2014-09-23T11:04:35.033
