obs_id,target
85Sc-hi56894.97919,KIC 5866724
85Sc-hi56906.94046,KIC 5866724
85Sc-hi56908.95947,KIC 5866724
85Sc-hi56910.86774,KIC 5866724
85Sc-hi56912.94138,KIC 5866724
85Sc-hi57001.71149,KIC 5866724
85Sc-hi57151.03314,KIC 5866724
85Sc-hi57179.96148,KIC 5866724
85Sc-hi57198.01958,KIC 5866724
85Sc-hi57203.01045,KIC 5866724
85Sc-hi57211.07922,KIC 5866724
85Sc-hi57216.03495,KIC 5866724
85Sc-hi57222.09929,KIC 5866724
85Sc-hi57223.11726,KIC 5866724
85Sc-hi57229.01746,KIC 5866724
85Sc-hi57229.91479,KIC 5866724
85Sc-hi57230.79275,KIC 5866724
85Sc-hi57232.08141,KIC 5866724
85Sc-hi57232.89166,KIC 5866724
85Sc-hi57234.10234,KIC 5866724
85Sc-hi57235.95369,KIC 5866724
85Sc-hi57236.83897,KIC 5866724
85Sc-hi57240.02312,KIC 5866724
85Sc-hi57244.81617,KIC 5866724
85Sc-hi57245.91870,KIC 5866724
85Sc-hi57247.06045,KIC 5866724
85Sc-hi57253.98861,KIC 5866724
85Sc-hi57254.91374,KIC 5866724
85Sc-hi57256.01861,KIC 5866724
85Sc-hi57262.86017,KIC 5866724
85Sc-hi57264.98077,KIC 5866724
85Sc-hi57285.75997,KIC 5866724
85Sc-hi57285.76847,KIC 5866724
85Sc-hi57290.83313,KIC 5866724
85Sc-hi57290.94022,KIC 5866724
85Sc-hi57294.81822,KIC 5866724
85Sc-hi57296.91315,KIC 5866724
85Sc-hi57298.78015,KIC 5866724
85Sc-hi57326.70465,KIC 5866724
85Sc-hi57326.83967,KIC 5866724
85Sc-hi57339.78392,KIC 5866724
85Sc-hi57353.68003,KIC 5866724
85Sc-hi57353.76634,KIC 5866724
85Sc-hi57354.69230,KIC 5866724
85Sc-hi57354.76505,KIC 5866724
85Sc-hi57355.68479,KIC 5866724
85Sc-hi57355.75848,KIC 5866724
85Sc-hi57378.69667,KIC 5866724
85ScH1-hi55696.99047,KIC 5866724
85ScH1-hi55697.97857,KIC 5866724
85ScH1-hi55698.97804,KIC 5866724
85ScH1-hi55700.04280,KIC 5866724
85ScH1-hi55733.99068,KIC 5866724
85ScH1-hi55735.96201,KIC 5866724
85ScH1-hi55739.01581,KIC 5866724
654S-hi55792.90703,KIC 5941160
1052S-hi56208.90665,KIC 5956342
655S-hi55704.06208,KIC 5966154
303S-hi55672.07250,KIC 5966322
657S-hi55788.82039,KIC 6020753
658S-hi55793.06855,KIC 6062088
305S-hi55432.85461,KIC 6063220
305Sc-hi56192.86845,KIC 6063220
305Sc-hi56195.85435,KIC 6063220
305Sc-hi56449.99864,KIC 6063220
305Sc-hi56474.84888,KIC 6063220
305Sc-hi56476.96238,KIC 6063220
305Sc-hi56479.05037,KIC 6063220
305Sc-hi56484.03602,KIC 6063220
305Sc-hi56486.00100,KIC 6063220
305Sc-hi56487.99681,KIC 6063220
305Sc-hi56489.97170,KIC 6063220
305Sc-hi56493.06214,KIC 6063220
305Sc-hi56506.99731,KIC 6063220
305Sc-hi56514.05942,KIC 6063220
305Sc-hi56522.99010,KIC 6063220
305Sc-hi56524.78536,KIC 6063220
305Sc-hi56531.83976,KIC 6063220
305Sc-hi56831.02439,KIC 6063220
305Sc-hi56844.96105,KIC 6063220
305Sc-hi56849.88560,KIC 6063220
305Sc-hi56851.85437,KIC 6063220
305Sc-hi56888.78371,KIC 6063220
305Sc-hi56896.02588,KIC 6063220
305Sc-hi56906.98201,KIC 6063220
305Sc-hi57222.03052,KIC 6063220
305ScH1-hi55404.04345,KIC 6063220
305ScH1-hi55405.84013,KIC 6063220
305ScH1-hi55406.91087,KIC 6063220
305ScH1-hi55410.92307,KIC 6063220
305ScH1-hi55432.85461,KIC 6063220
305ScH1-hi55736.06989,KIC 6063220
305ScH1-hi55751.90737,KIC 6063220
305ScH1-hi55760.98098,KIC 6063220
305ScH1-hi55790.87828,KIC 6063220
305ScH1-hi55792.96821,KIC 6063220
305ScH1-hi55795.05686,KIC 6063220
305ScH1-hi55797.87614,KIC 6063220
305ScH1-hi56102.02739,KIC 6063220
305ScH1-hi56112.94351,KIC 6063220
305ScH1-hi56116.07183,KIC 6063220
305ScH1-hi56140.89073,KIC 6063220
305ScH1-hi56145.02974,KIC 6063220
305ScH1-hi56147.89271,KIC 6063220
305ScH1-hi56163.88472,KIC 6063220
305ScH1-hi56172.82972,KIC 6063220
305ScH1-hi56174.79327,KIC 6063220
306S-hi55763.92731,KIC 6071903
306ScH1-hi55433.00453,KIC 6071903
306ScH1-hi55439.90635,KIC 6071903
285S-hi55664.11035,KIC 6196457
285Sc-hi56911.83012,KIC 6196457
285ScH1-hi55790.79386,KIC 6196457
285ScH1-hi55798.87393,KIC 6196457
508S-hi56856.11566,KIC 6266741
660S-hi55706.10512,KIC 6267535
3158S-hi56451.86552,KIC 6278762
1688S-hi56875.00145,KIC 6310636
661S-hi55790.81308,KIC 6347299
1128S-hi55791.95741,KIC 6362874
662S-hi55705.99920,KIC 6365156
509S-hi56522.76944,KIC 6381846
509Sc-hi56522.76944,KIC 6381846
510S-hi56208.89828,KIC 6422155
853S-hi56872.01828,KIC 6428700
664S-hi55706.06730,KIC 6442340
176S-hi55706.05742,KIC 6442377
1241S-hi56116.03386,KIC 6448890
511S-hi57255.97179,KIC 6451936
94S-hi56895.94237,KIC 6462863
1826S-hi56099.85592,KIC 6468138
372S-hi55809.85759,KIC 6471021
372ScH1-hi55761.03290,KIC 6471021
41S-hi55752.02366,KIC 6521045
41Sc-hi56209.72567,KIC 6521045
41Sc-hi56469.02125,KIC 6521045
41Sc-hi56476.86543,KIC 6521045
41Sc-hi56478.93039,KIC 6521045
41Sc-hi56482.81693,KIC 6521045
41Sc-hi56485.83181,KIC 6521045
41Sc-hi56489.81227,KIC 6521045
41Sc-hi56492.97115,KIC 6521045
41Sc-hi56506.83645,KIC 6521045
41Sc-hi56514.01253,KIC 6521045
41Sc-hi56523.85659,KIC 6521045
41Sc-hi56530.84943,KIC 6521045
41Sc-hi56533.85880,KIC 6521045
41Sc-hi56827.04820,KIC 6521045
41Sc-hi56831.04870,KIC 6521045
41Sc-hi56843.93317,KIC 6521045
41Sc-hi56844.88391,KIC 6521045
41Sc-hi56848.02134,KIC 6521045
41Sc-hi56851.03259,KIC 6521045
41Sc-hi56854.94086,KIC 6521045
41Sc-hi56862.00490,KIC 6521045
41Sc-hi56864.88257,KIC 6521045
41Sc-hi56866.79953,KIC 6521045
41Sc-hi56872.04338,KIC 6521045
41Sc-hi57207.90928,KIC 6521045
41Sc-hi57215.98015,KIC 6521045
41ScH1-gm54989.01095,KIC 6521045
41ScH1-gm55042.01530,KIC 6521045
41ScH1-gm55042.02282,KIC 6521045
41ScH1-gm55042.03006,KIC 6521045
41ScH1-gm55042.84245,KIC 6521045
41ScH1-gm55042.84977,KIC 6521045
41ScH1-gm55043.95687,KIC 6521045
41ScH1-gm55043.97111,KIC 6521045
41ScH1-gm55043.98557,KIC 6521045
41ScH1-gm55044.04445,KIC 6521045
41ScH1-gm55044.05187,KIC 6521045
41ScH1-gm55044.05930,KIC 6521045
41ScH1-gm55048.89475,KIC 6521045
41ScH1-gm55048.90301,KIC 6521045
41ScH1-gm55048.90997,KIC 6521045
41ScH1-gm55073.84686,KIC 6521045
41ScH1-gm55074.84406,KIC 6521045
41ScH1-gm55075.86885,KIC 6521045
41ScH1-gm55076.75680,KIC 6521045
41ScH1-gm55077.89467,KIC 6521045
41ScH1-gm55078.93477,KIC 6521045
41ScH1-gm55079.96297,KIC 6521045
41ScH1-gm55081.00250,KIC 6521045
41ScH1-gm55082.98266,KIC 6521045
41ScH1-hi55312.06075,KIC 6521045
41ScH1-hi55400.91608,KIC 6521045
41ScH1-hi55752.02366,KIC 6521045
41ScH1-hi55760.06452,KIC 6521045
41ScH1-hi55760.95864,KIC 6521045
41ScH1-hi55761.87611,KIC 6521045
41ScH1-hi55762.91224,KIC 6521045
41ScH1-hi55763.87018,KIC 6521045
41ScH1-hi55791.87164,KIC 6521045
41ScH1-hi55793.99656,KIC 6521045
41ScH1-hi55795.01274,KIC 6521045
41ScH1-hi55796.79306,KIC 6521045
41ScH1-hi55797.85351,KIC 6521045
41ScH1-hi55798.77319,KIC 6521045
41ScH1-hi55806.82355,KIC 6521045
41ScH1-hi55807.74176,KIC 6521045
41ScH1-hi55808.84021,KIC 6521045
41ScH1-hi55809.74992,KIC 6521045
41ScH1-hi55810.74921,KIC 6521045
41ScH1-hi55811.86531,KIC 6521045
41ScH1-hi55814.75720,KIC 6521045
41ScH1-hi56109.97998,KIC 6521045
41ScH1-hi56110.85616,KIC 6521045
41ScH1-hi56111.86731,KIC 6521045
41ScH1-hi56112.88829,KIC 6521045
41ScH1-hi56113.85119,KIC 6521045
41ScH1-hi56114.90010,KIC 6521045
41ScH1-hi56115.89710,KIC 6521045
41ScH1-hi56173.88987,KIC 6521045
41ScH1-hi56177.92935,KIC 6521045
41ScH1-hi56178.80584,KIC 6521045
157S-hi56850.91100,KIC 6541920
157Sc-hi56196.78272,KIC 6541920
157Sc-hi56533.93355,KIC 6541920
157Sc-hi56841.97635,KIC 6541920
157Sc-hi56842.98395,KIC 6541920
157Sc-hi56843.97810,KIC 6541920
157Sc-hi56849.00679,KIC 6541920
157Sc-hi56849.82873,KIC 6541920
157Sc-hi56850.02552,KIC 6541920
157Sc-hi56850.86881,KIC 6541920
157Sc-hi56850.91100,KIC 6541920
157Sc-hi56862.02891,KIC 6541920
157Sc-hi56862.84249,KIC 6541920
157Sc-hi56863.98497,KIC 6541920
157Sc-hi56888.83420,KIC 6541920
157Sc-hi56890.01730,KIC 6541920
157Sc-hi56906.79093,KIC 6541920
157Sc-hi56907.79405,KIC 6541920
157Sc-hi56911.99569,KIC 6541920
157Sc-hi56912.84855,KIC 6541920
157Sc-hi56913.85432,KIC 6541920
157Sc-hi57222.00564,KIC 6541920
157Sc-hi57222.98434,KIC 6541920
157Sc-hi57229.83216,KIC 6541920
157ScH1-hi55441.00094,KIC 6541920
157ScH1-hi55455.80279,KIC 6541920
157ScH1-hi55500.84306,KIC 6541920
157ScH1-hi55521.76657,KIC 6541920
157ScH1-hi55542.72797,KIC 6541920
157ScH1-hi55790.96558,KIC 6541920
157ScH1-hi56100.03444,KIC 6541920
857S-hi56863.07794,KIC 6587280
1692S-hi55808.96684,KIC 6616218
561S-hi55798.78670,KIC 6665695
665S-hi55705.98151,KIC 6685609
1240S-hi57222.11831,KIC 6690082
1245S-hi58644.96111,KIC 6693640
666S-hi55708.05647,KIC 6707835
564S-hi56522.90948,KIC 6786037
564Sc-hi56522.90948,KIC 6786037
1695S-hi56585.87546,KIC 6803855
864S-hi56882.96298,KIC 6849310
70S-hi55432.80696,KIC 6850504
70Sc-hi56533.98364,KIC 6850504
70Sc-hi57197.88174,KIC 6850504
70ScH1-gm55073.88571,KIC 6850504
70ScH1-gm55074.86113,KIC 6850504
70ScH1-gm55075.90667,KIC 6850504
70ScH1-gm55076.88379,KIC 6850504
70ScH1-gm55077.90788,KIC 6850504
70ScH1-gm55078.96128,KIC 6850504
70ScH1-gm55081.95263,KIC 6850504
70ScH1-gm55082.76304,KIC 6850504
70ScH1-gm55082.78206,KIC 6850504
70ScH1-gm55082.83258,KIC 6850504
70ScH1-gm55083.88814,KIC 6850504
70ScH1-gm55084.89363,KIC 6850504
70ScH1-gm55106.82843,KIC 6850504
70ScH1-gm55110.83075,KIC 6850504
70ScH1-gm55111.77379,KIC 6850504
70ScH1-gm55134.76613,KIC 6850504
70ScH1-hi55314.02787,KIC 6850504
70ScH1-hi55320.08539,KIC 6850504
70ScH1-hi55321.07231,KIC 6850504
70ScH1-hi55345.01120,KIC 6850504
70ScH1-hi55351.07321,KIC 6850504
70ScH1-hi55352.04311,KIC 6850504
70ScH1-hi55372.89843,KIC 6850504
70ScH1-hi55374.96714,KIC 6850504
70ScH1-hi55378.00740,KIC 6850504
70ScH1-hi55380.94079,KIC 6850504
70ScH1-hi55380.95522,KIC 6850504
70ScH1-hi55403.04642,KIC 6850504
70ScH1-hi55403.06668,KIC 6850504
70ScH1-hi55407.90313,KIC 6850504
70ScH1-hi55411.95942,KIC 6850504
70ScH1-hi55413.87753,KIC 6850504
70ScH1-hi55413.90994,KIC 6850504
70ScH1-hi55432.80696,KIC 6850504
70ScH1-hi55433.81879,KIC 6850504
70ScH1-hi55435.84106,KIC 6850504
70ScH1-hi55440.79211,KIC 6850504
70ScH1-hi55500.81744,KIC 6850504
70ScH1-hi55522.72584,KIC 6850504
70ScH1-hi55724.05572,KIC 6850504
10S-hi55109.82536,KIC 6922244
10Sc-hi56847.05595,KIC 6922244
10Sc-hi56855.95894,KIC 6922244
10Sc-hi57201.01175,KIC 6922244
10ScH1-gm54984.04002,KIC 6922244
10ScH1-gm54985.04285,KIC 6922244
10ScH1-gm54986.06542,KIC 6922244
10ScH1-gm54987.04907,KIC 6922244
10ScH1-gm54987.06024,KIC 6922244
10ScH1-gm54988.02656,KIC 6922244
10ScH1-gm54988.97274,KIC 6922244
10ScH1-gm54995.09386,KIC 6922244
10ScH1-gm54995.10309,KIC 6922244
10ScH1-gm54996.07767,KIC 6922244
10ScH1-gm54996.08437,KIC 6922244
10ScH1-gm54996.09272,KIC 6922244
10ScH1-gm54996.10090,KIC 6922244
10ScH1-gm54996.10962,KIC 6922244
10ScH1-gm54996.11634,KIC 6922244
10ScH1-gm54996.12398,KIC 6922244
10ScH1-gm55014.89132,KIC 6922244
10ScH1-gm55015.97532,KIC 6922244
10ScH1-gm55017.01985,KIC 6922244
10ScH1-gm55042.80277,KIC 6922244
10ScH1-gm55043.91439,KIC 6922244
10ScH1-gm55045.00351,KIC 6922244
10ScH1-gm55075.78833,KIC 6922244
10ScH1-gm55109.84978,KIC 6922244
10ScH1-gm55110.79030,KIC 6922244
10ScH1-gm55133.70361,KIC 6922244
10ScH1-gm55133.71788,KIC 6922244
10ScH1-gm55133.73234,KIC 6922244
10ScH1-gm55133.74705,KIC 6922244
10ScH1-gm55133.76116,KIC 6922244
10ScH1-gm55133.77564,KIC 6922244
10ScH1-gm55133.79002,KIC 6922244
10ScH1-gm55133.80452,KIC 6922244
10ScH1-gm55133.82120,KIC 6922244
10ScH1-gm55133.83875,KIC 6922244
10ScH1-gm55134.73990,KIC 6922244
10ScH1-gm55135.78967,KIC 6922244
10ScH1-hi55781.80019,KIC 6922244
10ScH1-hi55781.81828,KIC 6922244
10ScH1-hi55781.83492,KIC 6922244
10ScH1-hi55781.85456,KIC 6922244
10ScH1-hi55781.87188,KIC 6922244
10ScH1-hi55781.88963,KIC 6922244
10ScH1-hi55781.90894,KIC 6922244
10ScH1-hi55781.92695,KIC 6922244
10ScH1-hi55781.94498,KIC 6922244
10ScH1-hi55781.96226,KIC 6922244
10ScH1-hi55781.98072,KIC 6922244
10ScH1-hi55781.99877,KIC 6922244
10ScH1-hi55782.01648,KIC 6922244
10ScH1-hi55782.03424,KIC 6922244
1366S-hi56865.79408,KIC 6932987
1367S-hi56888.80232,KIC 6934291
1363S-hi56889.83816,KIC 6936909
869S-hi56172.88111,KIC 6948054
870S-hi56112.05161,KIC 6949607
1364S-hi56177.89559,KIC 6962977
670S-hi55735.91726,KIC 7033671
671S-hi55733.94215,KIC 7040629
312S-hi55672.07711,KIC 7050989
872S-hi57203.90324,KIC 7109675
673S-hi55706.00899,KIC 7124613
874S-hi56882.03989,KIC 7134976
369S-hi55664.13851,KIC 7175184
1379S-hi55789.06905,KIC 7211221
1618S-hi55808.87112,KIC 7215603
456S-hi56888.85571,KIC 7269974
674S-hi55735.92584,KIC 7277317
1862S-hi56102.94072,KIC 7286173
877ScH1-hi55351.05706,KIC 7287995
987S-hi55669.13453,KIC 7295235
880S-hi56164.93303,KIC 7366258
881S-hi56178.83880,KIC 7373451
881ScH1-hi56178.83880,KIC 7373451
313S-hi55701.01013,KIC 7419318
1848S-hi56523.92064,KIC 7430034
884S-hi57201.07508,KIC 7434875
457S-hi56134.86589,KIC 7440748
567S-hi57229.79547,KIC 7445445
1890S-hi55808.87464,KIC 7449136
886Sc-hi56196.81174,KIC 7455287
678S-hi55705.98601,KIC 7509886
679S-hi55673.07090,KIC 7515212
680S-hi55707.97550,KIC 7529266
889S-hi56146.07374,KIC 757450
568S-hi55878.80795,KIC 7595157
314ScH1-hi55751.95948,KIC 7603200
314ScH1-hi55793.00021,KIC 7603200
314ScH1-hi55798.90448,KIC 7603200
1706S-hi56147.08699,KIC 7626370
150S-hi55735.90876,KIC 7626506
1898S-hi56112.06724,KIC 7668663
1528S-hi55850.89784,KIC 7691260
1707S-hi56195.89748,KIC 7703955
1707Sc-hi56195.89748,KIC 7703955
685S-hi55789.03116,KIC 7764367
171S-hi55708.03770,KIC 7831264
1818S-hi56115.81029,KIC 7870032
898ScH1-hi55731.00578,KIC 7870390
1486S-hi56195.88691,KIC 7898352
1486Sc-hi56195.88691,KIC 7898352
1711S-hi58303.90077,KIC 7955580
459S-hi56864.12711,KIC 7977197
569S-hi56849.97755,KIC 8008206
517S-hi55843.89860,KIC 8015907
518S-hi56172.90083,KIC 8017703
518ScH1-hi56172.90083,KIC 8017703
519S-hi57207.01351,KIC 8022244
155S-hi55674.06542,KIC 8030148
520S-hi57265.90516,KIC 8037145
237S-hi55877.82034,KIC 8041216
274S-hi55426.83766,KIC 8077137
274Sc-hi56475.02188,KIC 8077137
274Sc-hi56856.05396,KIC 8077137
274Sc-hi56862.85902,KIC 8077137
274Sc-hi56893.94173,KIC 8077137
274Sc-hi56909.97250,KIC 8077137
274Sc-hi57151.10474,KIC 8077137
274Sc-hi57209.98154,KIC 8077137
274Sc-hi57233.00583,KIC 8077137
274ScH1-hi55403.94688,KIC 8077137
274ScH1-hi55404.88320,KIC 8077137
274ScH1-hi55405.01169,KIC 8077137
274ScH1-hi55411.86572,KIC 8077137
274ScH1-hi55412.83400,KIC 8077137
274ScH1-hi55413.84408,KIC 8077137
274ScH1-hi55426.83766,KIC 8077137
274ScH1-hi56103.01850,KIC 8077137
162S-hi55770.82303,KIC 8107380
904Sc-hi56521.74598,KIC 8150320
318S-hi55669.11716,KIC 8156120
688S-hi56164.96749,KIC 8161561
572S-hi55851.90819,KIC 8193178
906S-hi57207.06535,KIC 8226994
1809S-hi55808.98110,KIC 8240797
1726S-hi56111.08573,KIC 8242434
907S-hi56166.94592,KIC 8247638
1820S-hi56100.81035,KIC 8277797
260S-hi56865.82244,KIC 8292840
260Sc-hi56862.05979,KIC 8292840
260Sc-hi56865.07340,KIC 8292840
260Sc-hi56865.75728,KIC 8292840
260Sc-hi56865.82244,KIC 8292840
260Sc-hi56866.87442,KIC 8292840
260Sc-hi56873.08682,KIC 8292840
260Sc-hi56880.92496,KIC 8292840
260Sc-hi56882.89749,KIC 8292840
260Sc-hi56883.98713,KIC 8292840
260Sc-hi56889.03554,KIC 8292840
260Sc-hi56890.04025,KIC 8292840
260Sc-hi56891.75254,KIC 8292840
260Sc-hi56893.75702,KIC 8292840
260Sc-hi56894.74535,KIC 8292840
260Sc-hi56895.74887,KIC 8292840
260Sc-hi56906.73021,KIC 8292840
260Sc-hi56907.73753,KIC 8292840
260Sc-hi56908.76430,KIC 8292840
260Sc-hi56909.94646,KIC 8292840
260Sc-hi56910.84440,KIC 8292840
260Sc-hi56911.96178,KIC 8292840
260Sc-hi56912.72986,KIC 8292840
260Sc-hi57000.68478,KIC 8292840
260Sc-hi57151.07059,KIC 8292840
260Sc-hi57179.96856,KIC 8292840
260Sc-hi57201.92075,KIC 8292840
260Sc-hi57203.00550,KIC 8292840
260Sc-hi57210.10318,KIC 8292840
260Sc-hi57216.03998,KIC 8292840
260Sc-hi57218.08774,KIC 8292840
260Sc-hi57232.97670,KIC 8292840
573S-hi56847.03941,KIC 8344004
122S-hi55734.02341,KIC 8349582
122Sc-hi56862.92212,KIC 8349582
122Sc-hi57230.82978,KIC 8349582
122ScH1-gm55073.99453,KIC 8349582
122ScH1-gm55075.94662,KIC 8349582
122ScH1-gm55076.76970,KIC 8349582
122ScH1-gm55078.98438,KIC 8349582
122ScH1-gm55079.91977,KIC 8349582
122ScH1-gm55080.93063,KIC 8349582
122ScH1-gm55081.92990,KIC 8349582
122ScH1-gm55082.80567,KIC 8349582
122ScH1-gm55082.94253,KIC 8349582
122ScH1-gm55083.86517,KIC 8349582
122ScH1-gm55084.84217,KIC 8349582
122ScH1-gm55134.84896,KIC 8349582
122ScH1-hi55313.06424,KIC 8349582
122ScH1-hi55318.09891,KIC 8349582
122ScH1-hi55377.02031,KIC 8349582
122ScH1-hi55400.94404,KIC 8349582
122ScH1-hi55405.93901,KIC 8349582
122ScH1-hi55411.00255,KIC 8349582
122ScH1-hi55411.89664,KIC 8349582
122ScH1-hi55427.83915,KIC 8349582
122ScH1-hi55428.80066,KIC 8349582
122ScH1-hi55434.79811,KIC 8349582
122ScH1-hi55439.83467,KIC 8349582
122ScH1-hi55486.80623,KIC 8349582
122ScH1-hi55697.08151,KIC 8349582
122ScH1-hi55698.06933,KIC 8349582
122ScH1-hi55699.06615,KIC 8349582
122ScH1-hi55700.09638,KIC 8349582
122ScH1-hi55734.02341,KIC 8349582
122ScH1-hi55738.81745,KIC 8349582
122ScH1-hi55791.76349,KIC 8349582
122ScH1-hi55797.01325,KIC 8349582
122ScH1-hi55809.92735,KIC 8349582
122ScH1-hi55814.89855,KIC 8349582
122ScH1-hi56152.01100,KIC 8349582
574S-hi56883.78985,KIC 8355239
127S-hi55791.05493,KIC 8359498
689S-hi55735.88433,KIC 8361905
152S-hi55811.02978,KIC 8394721
152ScH1-hi55351.08714,KIC 8394721
116S-hi55436.90168,KIC 8395660
116Sc-hi56207.80555,KIC 8395660
116Sc-hi56477.85318,KIC 8395660
116Sc-hi56485.93952,KIC 8395660
116Sc-hi56492.99211,KIC 8395660
116Sc-hi56506.94785,KIC 8395660
116Sc-hi56512.95248,KIC 8395660
116Sc-hi56519.99534,KIC 8395660
116Sc-hi56525.79283,KIC 8395660
116Sc-hi56532.83213,KIC 8395660
116Sc-hi56830.99741,KIC 8395660
116Sc-hi56842.02646,KIC 8395660
116Sc-hi56844.03952,KIC 8395660
116Sc-hi56864.10127,KIC 8395660
116Sc-hi56864.80478,KIC 8395660
116Sc-hi56865.88292,KIC 8395660
116Sc-hi56873.03526,KIC 8395660
116Sc-hi56894.05376,KIC 8395660
116Sc-hi56907.99621,KIC 8395660
116Sc-hi56912.88104,KIC 8395660
116Sc-hi56913.81914,KIC 8395660
116Sc-hi57232.91815,KIC 8395660
116ScH1-gm55133.89735,KIC 8395660
116ScH1-hi55373.95841,KIC 8395660
116ScH1-hi55379.00144,KIC 8395660
116ScH1-hi55380.02560,KIC 8395660
116ScH1-hi55433.91856,KIC 8395660
116ScH1-hi55436.90168,KIC 8395660
116ScH1-hi55439.87643,KIC 8395660
116ScH1-hi55441.02352,KIC 8395660
116ScH1-hi55734.08537,KIC 8395660
116ScH1-hi55752.89472,KIC 8395660
116ScH1-hi55759.99248,KIC 8395660
116ScH1-hi56111.91009,KIC 8395660
116ScH1-hi56113.98714,KIC 8395660
116ScH1-hi56115.94911,KIC 8395660
116ScH1-hi56133.94450,KIC 8395660
116ScH1-hi56138.98189,KIC 8395660
116ScH1-hi56144.97531,KIC 8395660
116ScH1-hi56145.85892,KIC 8395660
116ScH1-hi56147.83446,KIC 8395660
116ScH1-hi56151.04348,KIC 8395660
116ScH1-hi56152.04141,KIC 8395660
116ScH1-hi56153.04957,KIC 8395660
116ScH1-hi56166.79053,KIC 8395660
116ScH1-hi56173.82537,KIC 8395660
116ScH1-hi56178.78452,KIC 8395660
1148S-hi55796.85488,KIC 8410727
245S-hi55410.85549,KIC 8478994
245Sc-hi56494.96131,KIC 8478994
245Sc-hi56494.96766,KIC 8478994
245Sc-hi56494.97348,KIC 8478994
245Sc-hi56498.00955,KIC 8478994
245Sc-hi56498.01537,KIC 8478994
245Sc-hi56498.02079,KIC 8478994
245Sc-hi56506.81443,KIC 8478994
245Sc-hi56506.81970,KIC 8478994
245Sc-hi56506.82496,KIC 8478994
245Sc-hi56507.83239,KIC 8478994
245Sc-hi56512.82499,KIC 8478994
245Sc-hi56512.83234,KIC 8478994
245Sc-hi56512.83800,KIC 8478994
245Sc-hi56513.86010,KIC 8478994
245Sc-hi56513.86522,KIC 8478994
245Sc-hi56513.87040,KIC 8478994
245Sc-hi56518.85764,KIC 8478994
245Sc-hi56518.86479,KIC 8478994
245Sc-hi56518.87245,KIC 8478994
245Sc-hi56519.76107,KIC 8478994
245Sc-hi56519.77175,KIC 8478994
245Sc-hi56521.76565,KIC 8478994
245Sc-hi56521.77157,KIC 8478994
245Sc-hi56521.77731,KIC 8478994
245Sc-hi56522.80291,KIC 8478994
245Sc-hi56522.80809,KIC 8478994
245Sc-hi56522.81327,KIC 8478994
245Sc-hi56523.73705,KIC 8478994
245Sc-hi56827.06059,KIC 8478994
245Sc-hi56827.91722,KIC 8478994
245Sc-hi56828.83660,KIC 8478994
245Sc-hi56828.84441,KIC 8478994
245Sc-hi56828.85212,KIC 8478994
245Sc-hi56829.85859,KIC 8478994
245Sc-hi56845.86110,KIC 8478994
245Sc-hi56846.86659,KIC 8478994
245Sc-hi56847.99429,KIC 8478994
245Sc-hi56848.90528,KIC 8478994
245Sc-hi56853.01047,KIC 8478994
245Sc-hi56853.92340,KIC 8478994
245Sc-hi56853.92834,KIC 8478994
245Sc-hi56855.99475,KIC 8478994
245Sc-hi56860.88341,KIC 8478994
245Sc-hi56861.99375,KIC 8478994
245Sc-hi56863.78314,KIC 8478994
245Sc-hi56863.78838,KIC 8478994
245Sc-hi56866.04958,KIC 8478994
245Sc-hi56866.92202,KIC 8478994
245Sc-hi56866.93230,KIC 8478994
245Sc-hi57203.06010,KIC 8478994
245Sc-hi57203.06769,KIC 8478994
245Sc-hi57210.11020,KIC 8478994
245Sc-hi57210.11802,KIC 8478994
245Sc-hi57233.04279,KIC 8478994
245Sc-hi57233.04799,KIC 8478994
245Sc-hi57233.05309,KIC 8478994
245Sc-hi57294.78418,KIC 8478994
245Sc-hi57294.80416,KIC 8478994
245Sc-hi57298.79751,KIC 8478994
245Sc-hi57298.80525,KIC 8478994
245ScH1-hi55313.08640,KIC 8478994
245ScH1-hi55319.11652,KIC 8478994
245ScH1-hi55376.94984,KIC 8478994
245ScH1-hi55396.01997,KIC 8478994
245ScH1-hi55400.96813,KIC 8478994
245ScH1-hi55410.85549,KIC 8478994
245ScH1-hi55425.93424,KIC 8478994
245ScH1-hi55433.93295,KIC 8478994
245ScH1-hi55723.05249,KIC 8478994
245ScH1-hi55723.10013,KIC 8478994
245ScH1-hi55768.86214,KIC 8478994
245ScH1-hi55769.81705,KIC 8478994
245ScH1-hi55770.85879,KIC 8478994
245ScH1-hi55782.04682,KIC 8478994
245ScH1-hi55782.90084,KIC 8478994
245ScH1-hi55787.75436,KIC 8478994
245ScH1-hi55788.99454,KIC 8478994
245ScH1-hi55789.88254,KIC 8478994
245ScH1-hi55790.74725,KIC 8478994
245ScH1-hi55791.74865,KIC 8478994
245ScH1-hi55792.75944,KIC 8478994
245ScH1-hi55794.93816,KIC 8478994
245ScH1-hi55795.75857,KIC 8478994
245ScH1-hi55796.78111,KIC 8478994
245ScH1-hi55797.78352,KIC 8478994
245ScH1-hi55798.75106,KIC 8478994
245ScH1-hi56098.08159,KIC 8478994
245ScH1-hi56115.05786,KIC 8478994
245ScH1-hi56134.99927,KIC 8478994
245ScH1-hi56135.00508,KIC 8478994
245ScH1-hi56135.01077,KIC 8478994
245ScH1-hi56148.95627,KIC 8478994
245ScH1-hi56163.78657,KIC 8478994
245ScH1-hi56164.74585,KIC 8478994
