obs_id,target
153Sc-hi57211.05823,KIC 12252424
153ScH1-hi55314.09153,KIC 12252424
153ScH1-hi55373.88470,KIC 12252424
153ScH1-hi55376.89619,KIC 12252424
153ScH1-hi55378.90169,KIC 12252424
153ScH1-hi55381.02029,KIC 12252424
153ScH1-hi55405.97467,KIC 12252424
153ScH1-hi55428.82838,KIC 12252424
153ScH1-hi55435.80460,KIC 12252424
153ScH1-hi55437.84608,KIC 12252424
153ScH1-hi55437.88287,KIC 12252424
153ScH1-hi55697.11058,KIC 12252424
153ScH1-hi55698.00487,KIC 12252424
153ScH1-hi55699.00229,KIC 12252424
153ScH1-hi55700.06666,KIC 12252424
153ScH1-hi55735.00257,KIC 12252424
153ScH1-hi55752.83094,KIC 12252424
153ScH1-hi55761.05850,KIC 12252424
153ScH1-hi55789.95297,KIC 12252424
153ScH1-hi55792.01785,KIC 12252424
153ScH1-hi55796.87242,KIC 12252424
153ScH1-hi55811.81679,KIC 12252424
153ScH1-hi56110.98336,KIC 12252424
153ScH1-hi56112.97342,KIC 12252424
153ScH1-hi56144.03741,KIC 12252424
153ScH1-hi56147.01403,KIC 12252424
438ScH1-hi56147.99071,KIC 12302530
1474S-hi56074.07802,KIC 12365184
1478S-hi55738.96289,KIC 12403119
486S-hi55851.88491,KIC 12404305
361S-hi55705.97274,KIC 12404954
1001S-hi55738.92533,KIC 1871056
988S-hi55706.98405,KIC 2302548
440S-hi56167.01033,KIC 2438264
166S-hi55706.99133,KIC 2441495
84S-hi55724.09212,KIC 2571238
84Sc-hi56881.88884,KIC 2571238
84Sc-hi57208.94618,KIC 2571238
84Sc-hi57233.02246,KIC 2571238
84ScH1-gm55073.91906,KIC 2571238
84ScH1-gm55074.89333,KIC 2571238
84ScH1-gm55075.92713,KIC 2571238
84ScH1-gm55076.90277,KIC 2571238
84ScH1-gm55077.93645,KIC 2571238
84ScH1-gm55080.81249,KIC 2571238
84ScH1-gm55080.91039,KIC 2571238
84ScH1-gm55081.98332,KIC 2571238
84ScH1-gm55082.86068,KIC 2571238
84ScH1-gm55083.90775,KIC 2571238
84ScH1-gm55084.93053,KIC 2571238
84ScH1-gm55106.86205,KIC 2571238
84ScH1-gm55110.85530,KIC 2571238
84ScH1-gm55134.80530,KIC 2571238
84ScH1-hi55320.11318,KIC 2571238
84ScH1-hi55402.95587,KIC 2571238
84ScH1-hi55407.82687,KIC 2571238
84ScH1-hi55412.98127,KIC 2571238
84ScH1-hi55430.99672,KIC 2571238
84ScH1-hi55435.87918,KIC 2571238
84ScH1-hi55723.07368,KIC 2571238
84ScH1-hi55723.94980,KIC 2571238
84ScH1-hi55724.09212,KIC 2571238
299S-hi55426.88446,KIC 2692377
299Sc-hi56208.77349,KIC 2692377
299Sc-hi56449.96671,KIC 2692377
299Sc-hi56476.93068,KIC 2692377
299Sc-hi56477.78714,KIC 2692377
299Sc-hi56484.00392,KIC 2692377
299Sc-hi56486.04767,KIC 2692377
299Sc-hi56486.90044,KIC 2692377
299Sc-hi56488.03576,KIC 2692377
299Sc-hi56494.03247,KIC 2692377
299Sc-hi56520.02449,KIC 2692377
299Sc-hi56530.91370,KIC 2692377
299Sc-hi56828.09722,KIC 2692377
299Sc-hi56831.07308,KIC 2692377
299Sc-hi56844.01093,KIC 2692377
299Sc-hi56849.91092,KIC 2692377
299Sc-hi56851.99770,KIC 2692377
299Sc-hi56864.02811,KIC 2692377
299Sc-hi56907.75393,KIC 2692377
299Sc-hi57223.03341,KIC 2692377
299ScH1-hi55404.01150,KIC 2692377
299ScH1-hi55406.94381,KIC 2692377
299ScH1-hi55407.87177,KIC 2692377
299ScH1-hi55411.92739,KIC 2692377
299ScH1-hi55413.94711,KIC 2692377
299ScH1-hi55414.85212,KIC 2692377
299ScH1-hi55426.88446,KIC 2692377
299ScH1-hi55433.79275,KIC 2692377
299ScH1-hi55434.77154,KIC 2692377
299ScH1-hi55437.91828,KIC 2692377
299ScH1-hi55440.85292,KIC 2692377
299ScH1-hi55735.03488,KIC 2692377
299ScH1-hi55751.84307,KIC 2692377
299ScH1-hi55760.04075,KIC 2692377
299ScH1-hi55760.90980,KIC 2692377
299ScH1-hi55796.00298,KIC 2692377
299ScH1-hi55797.81628,KIC 2692377
299ScH1-hi55807.98811,KIC 2692377
299ScH1-hi55810.91768,KIC 2692377
299ScH1-hi55811.76228,KIC 2692377
299ScH1-hi56113.00473,KIC 2692377
299ScH1-hi56114.05315,KIC 2692377
1024S-hi58292.08415,KIC 2715135
1116S-hi55763.08644,KIC 2849805
986S-hi55851.89710,KIC 2854698
1113S-hi55791.97969,KIC 2854914
197S-hi55843.91340,KIC 2987027
1824S-hi55850.80693,KIC 2989404
273S-hi55809.82593,KIC 3102384
273Sc-hi56451.07884,KIC 3102384
273Sc-hi56474.99285,KIC 3102384
273Sc-hi56475.92069,KIC 3102384
273Sc-hi56485.03069,KIC 3102384
273Sc-hi56489.92375,KIC 3102384
273Sc-hi56523.01984,KIC 3102384
273Sc-hi56532.76022,KIC 3102384
273Sc-hi56547.85069,KIC 3102384
273Sc-hi56613.72317,KIC 3102384
273Sc-hi56844.99508,KIC 3102384
273Sc-hi56846.02606,KIC 3102384
273Sc-hi56856.02520,KIC 3102384
273Sc-hi56862.94048,KIC 3102384
273Sc-hi56866.06380,KIC 3102384
273Sc-hi56872.06928,KIC 3102384
273Sc-hi56881.78679,KIC 3102384
273Sc-hi56882.91364,KIC 3102384
273Sc-hi56893.78139,KIC 3102384
273Sc-hi56894.99978,KIC 3102384
273Sc-hi56906.88421,KIC 3102384
273Sc-hi56907.91903,KIC 3102384
273Sc-hi56909.90926,KIC 3102384
273Sc-hi56912.73935,KIC 3102384
273Sc-hi57000.70378,KIC 3102384
273Sc-hi57001.72405,KIC 3102384
273Sc-hi57230.87956,KIC 3102384
273ScH1-hi55431.80934,KIC 3102384
273ScH1-hi55782.92471,KIC 3102384
273ScH1-hi55792.86379,KIC 3102384
273ScH1-hi55792.89559,KIC 3102384
273ScH1-hi55797.79512,KIC 3102384
273ScH1-hi55809.82593,KIC 3102384
273ScH1-hi56110.90360,KIC 3102384
273ScH1-hi56115.93445,KIC 3102384
273ScH1-hi56147.86283,KIC 3102384
273ScH1-hi56163.82169,KIC 3102384
273ScH1-hi56164.90580,KIC 3102384
273ScH1-hi56173.90812,KIC 3102384
1117S-hi55738.89663,KIC 3114811
1115S-hi55796.99129,KIC 3116412
401S-hi55798.80196,KIC 3217264
1108S-hi58293.08096,KIC 3218908
490S-hi55850.83946,KIC 3239945
377S-hi55351.00264,KIC 3323887
377Sc-hi56196.79739,KIC 3323887
377Sc-hi56473.00690,KIC 3323887
377Sc-hi56476.06826,KIC 3323887
377Sc-hi56476.83375,KIC 3323887
377Sc-hi56477.90828,KIC 3323887
377Sc-hi56478.90902,KIC 3323887
377Sc-hi56487.97167,KIC 3323887
377Sc-hi56497.97396,KIC 3323887
377Sc-hi56506.86322,KIC 3323887
377Sc-hi56865.85123,KIC 3323887
377Sc-hi56911.92549,KIC 3323887
377Sc-hi57242.95849,KIC 3323887
377ScH1-hi55342.93024,KIC 3323887
377ScH1-hi55342.94783,KIC 3323887
377ScH1-hi55344.06141,KIC 3323887
377ScH1-hi55351.00264,KIC 3323887
377ScH1-hi55351.03741,KIC 3323887
377ScH1-hi55352.01128,KIC 3323887
377ScH1-hi55367.08354,KIC 3323887
377ScH1-hi55373.07563,KIC 3323887
377ScH1-hi55373.97886,KIC 3323887
377ScH1-hi55376.93053,KIC 3323887
377ScH1-hi55378.02712,KIC 3323887
800S-hi57214.09058,KIC 3342970
384S-hi55673.09645,KIC 3353050
1218S-hi55763.07793,KIC 3442055
385S-hi55674.04000,KIC 3446746
118S-hi55672.07565,KIC 3531558
624S-hi55707.96387,KIC 3541946
69S-hi55079.76622,KIC 3544595
69Sc-hi56493.88628,KIC 3544595
69Sc-hi56498.04869,KIC 3544595
69Sc-hi56498.05587,KIC 3544595
69Sc-hi56498.06275,KIC 3544595
69Sc-hi56506.91695,KIC 3544595
69Sc-hi56506.92319,KIC 3544595
69Sc-hi56506.92986,KIC 3544595
69Sc-hi56507.85854,KIC 3544595
69Sc-hi56518.90746,KIC 3544595
69Sc-hi56518.91767,KIC 3544595
69Sc-hi56518.92882,KIC 3544595
69Sc-hi56519.81595,KIC 3544595
69Sc-hi56521.89397,KIC 3544595
69Sc-hi56521.90436,KIC 3544595
69Sc-hi56523.81582,KIC 3544595
69Sc-hi56523.82643,KIC 3544595
69Sc-hi56525.74422,KIC 3544595
69Sc-hi56525.75028,KIC 3544595
69Sc-hi56530.74938,KIC 3544595
69Sc-hi56530.75542,KIC 3544595
69Sc-hi56531.88264,KIC 3544595
69Sc-hi56531.88976,KIC 3544595
69Sc-hi56532.91753,KIC 3544595
69Sc-hi56532.92331,KIC 3544595
69Sc-hi56533.81244,KIC 3544595
69Sc-hi56533.82005,KIC 3544595
69Sc-hi56547.83940,KIC 3544595
69Sc-hi56828.86168,KIC 3544595
69Sc-hi56828.87068,KIC 3544595
69Sc-hi56828.87910,KIC 3544595
69Sc-hi56830.86441,KIC 3544595
69Sc-hi56830.87189,KIC 3544595
69Sc-hi56843.10687,KIC 3544595
69Sc-hi56845.12339,KIC 3544595
69Sc-hi56847.01975,KIC 3544595
69Sc-hi56848.04238,KIC 3544595
69Sc-hi56853.02562,KIC 3544595
69Sc-hi56861.98552,KIC 3544595
69Sc-hi56864.78052,KIC 3544595
69Sc-hi56864.78726,KIC 3544595
69Sc-hi56866.94537,KIC 3544595
69Sc-hi56866.95677,KIC 3544595
69Sc-hi56873.95394,KIC 3544595
69Sc-hi56873.96141,KIC 3544595
69Sc-hi56890.90323,KIC 3544595
69Sc-hi56913.72542,KIC 3544595
69Sc-hi56913.73164,KIC 3544595
69Sc-hi57001.70007,KIC 3544595
69Sc-hi57180.08873,KIC 3544595
69Sc-hi57326.69297,KIC 3544595
69Sc-hi57326.69855,KIC 3544595
69ScH1-gm55043.08681,KIC 3544595
69ScH1-gm55044.06724,KIC 3544595
69ScH1-gm55045.03951,KIC 3544595
69ScH1-gm55074.01014,KIC 3544595
69ScH1-gm55075.00829,KIC 3544595
69ScH1-gm55075.98575,KIC 3544595
69ScH1-gm55077.01749,KIC 3544595
69ScH1-gm55077.78225,KIC 3544595
69ScH1-gm55078.01629,KIC 3544595
69ScH1-gm55078.94356,KIC 3544595
69ScH1-gm55079.76028,KIC 3544595
69ScH1-gm55079.76622,KIC 3544595
69ScH1-gm55079.77213,KIC 3544595
69ScH1-gm55079.77823,KIC 3544595
69ScH1-gm55079.93570,KIC 3544595
69ScH1-gm55080.75359,KIC 3544595
69ScH1-gm55080.79201,KIC 3544595
69ScH1-gm55081.76931,KIC 3544595
69ScH1-gm55081.77601,KIC 3544595
69ScH1-gm55082.74107,KIC 3544595
69ScH1-gm55083.75382,KIC 3544595
69ScH1-gm55084.75176,KIC 3544595
69ScH1-hi55373.03311,KIC 3544595
69ScH1-hi55377.93864,KIC 3544595
69ScH1-hi55696.96364,KIC 3544595
69ScH1-hi55697.93882,KIC 3544595
69ScH1-hi55698.93716,KIC 3544595
69ScH1-hi55700.01723,KIC 3544595
69ScH1-hi55723.03949,KIC 3544595
69ScH1-hi55759.82087,KIC 3544595
69ScH1-hi55760.86354,KIC 3544595
69ScH1-hi55762.92683,KIC 3544595
69ScH1-hi55768.84245,KIC 3544595
69ScH1-hi55807.76716,KIC 3544595
69ScH1-hi56110.03365,KIC 3544595
69ScH1-hi56115.03341,KIC 3544595
69ScH1-hi56148.82050,KIC 3544595
69ScH1-hi56174.83727,KIC 3544595
975S-hi55440.76884,KIC 3632418
975Sc-hi56476.00100,KIC 3632418
975Sc-hi56487.05875,KIC 3632418
975Sc-hi56487.06012,KIC 3632418
975Sc-hi56487.06150,KIC 3632418
975Sc-hi57241.06588,KIC 3632418
975Sc-hi57294.90825,KIC 3632418
975Sc-hi57294.91046,KIC 3632418
975ScH1-hi55455.82560,KIC 3632418
975ScH1-hi55455.82800,KIC 3632418
975ScH1-hi55455.83019,KIC 3632418
975ScH1-hi55464.78814,KIC 3632418
975ScH1-hi55464.79032,KIC 3632418
975ScH1-hi55464.79261,KIC 3632418
975ScH1-hi55465.86601,KIC 3632418
975ScH1-hi55465.86879,KIC 3632418
975ScH1-hi55465.87171,KIC 3632418
975ScH1-hi55466.72525,KIC 3632418
975ScH1-hi55466.72739,KIC 3632418
975ScH1-hi55466.72933,KIC 3632418
975ScH1-hi55467.84943,KIC 3632418
975ScH1-hi55467.85149,KIC 3632418
975ScH1-hi55468.71394,KIC 3632418
975ScH1-hi55468.71580,KIC 3632418
975ScH1-hi55468.71766,KIC 3632418
975ScH1-hi55469.75289,KIC 3632418
975ScH1-hi55469.75522,KIC 3632418
975ScH1-hi55469.75760,KIC 3632418
975ScH1-hi55471.84693,KIC 3632418
975ScH1-hi55471.84942,KIC 3632418
975ScH1-hi55471.85200,KIC 3632418
975ScH1-hi55486.81943,KIC 3632418
975ScH1-hi55486.82190,KIC 3632418
975ScH1-hi55486.82448,KIC 3632418
975ScH1-hi55490.81866,KIC 3632418
975ScH1-hi55490.82114,KIC 3632418
975ScH1-hi55490.82349,KIC 3632418
975ScH1-hi55521.75895,KIC 3632418
1221S-hi56851.00034,KIC 3640905
301S-hi55701.03116,KIC 3642289
386S-hi55790.99847,KIC 3656121
443S-hi58632.90077,KIC 3833007
149S-hi55706.04271,KIC 3835670
1216S-hi55791.83258,KIC 3839488
444S-hi55851.87188,KIC 3847138
1199S-hi55763.91416,KIC 3859079
1215S-hi55738.94961,KIC 3939150
392S-hi55791.91363,KIC 3942670
1203S-hi57234.05882,KIC 3962243
393S-hi55674.07868,KIC 3964109
494S-hi58299.86211,KIC 3966801
1220S-hi55738.90935,KIC 4043190
1344S-hi55763.93397,KIC 4136466
812ScH1-hi56166.02679,KIC 4139816
280S-hi55664.10306,KIC 4141376
281S-hi55664.13625,KIC 4143755
281ScH1-hi55789.84067,KIC 4143755
281ScH1-hi55798.83215,KIC 4143755
281ScH1-hi55809.98595,KIC 4143755
1335S-hi55796.96796,KIC 4155328
550S-hi55850.88544,KIC 4165473
144S-hi55708.01015,KIC 4180280
222S-hi58264.00942,KIC 4249725
551S-hi57233.08912,KIC 4270253
244S-hi55634.11011,KIC 4349452
244Sc-hi56194.82230,KIC 4349452
244Sc-hi56475.85763,KIC 4349452
244Sc-hi56519.90785,KIC 4349452
244Sc-hi56846.04732,KIC 4349452
244Sc-hi56846.90037,KIC 4349452
244Sc-hi56866.90410,KIC 4349452
244Sc-hi56884.00157,KIC 4349452
244Sc-hi56910.87919,KIC 4349452
244Sc-hi57180.05516,KIC 4349452
244Sc-hi57201.95952,KIC 4349452
244Sc-hi57203.05030,KIC 4349452
244Sc-hi57208.08266,KIC 4349452
244Sc-hi57211.91702,KIC 4349452
244Sc-hi57218.05640,KIC 4349452
244Sc-hi57229.92271,KIC 4349452
244Sc-hi57232.88558,KIC 4349452
244Sc-hi57242.97069,KIC 4349452
244Sc-hi57245.85086,KIC 4349452
244ScH1-hi55367.10283,KIC 4349452
244ScH1-hi55376.96301,KIC 4349452
244ScH1-hi55377.95045,KIC 4349452
244ScH1-hi55433.94191,KIC 4349452
244ScH1-hi55634.11011,KIC 4349452
244ScH1-hi55696.94935,KIC 4349452
244ScH1-hi55697.95229,KIC 4349452
244ScH1-hi55698.94891,KIC 4349452
244ScH1-hi55700.02767,KIC 4349452
244ScH1-hi55734.05269,KIC 4349452
244ScH1-hi55734.94216,KIC 4349452
244ScH1-hi55735.98664,KIC 4349452
244ScH1-hi55739.04962,KIC 4349452
244ScH1-hi55751.93579,KIC 4349452
244ScH1-hi55752.79367,KIC 4349452
244ScH1-hi55759.96606,KIC 4349452
244ScH1-hi55760.80952,KIC 4349452
244ScH1-hi55761.10265,KIC 4349452
244ScH1-hi55761.77512,KIC 4349452
244ScH1-hi55761.78302,KIC 4349452
244ScH1-hi55761.85205,KIC 4349452
244ScH1-hi55761.86034,KIC 4349452
244ScH1-hi55761.92330,KIC 4349452
244ScH1-hi55761.93186,KIC 4349452
244ScH1-hi55761.94040,KIC 4349452
244ScH1-hi55761.94897,KIC 4349452
244ScH1-hi55761.95711,KIC 4349452
244ScH1-hi55761.96472,KIC 4349452
244ScH1-hi55761.97276,KIC 4349452
244ScH1-hi55761.98152,KIC 4349452
244ScH1-hi55761.99051,KIC 4349452
244ScH1-hi55761.99950,KIC 4349452
244ScH1-hi55762.00791,KIC 4349452
244ScH1-hi55762.01652,KIC 4349452
244ScH1-hi55762.02486,KIC 4349452
244ScH1-hi55762.03297,KIC 4349452
244ScH1-hi55762.04100,KIC 4349452
244ScH1-hi55762.04909,KIC 4349452
244ScH1-hi55762.05728,KIC 4349452
244ScH1-hi55762.06585,KIC 4349452
244ScH1-hi55762.07430,KIC 4349452
244ScH1-hi55762.08280,KIC 4349452
244ScH1-hi55762.09137,KIC 4349452
244ScH1-hi55762.10029,KIC 4349452
244ScH1-hi55762.11011,KIC 4349452
244ScH1-hi55762.11821,KIC 4349452
244ScH1-hi55762.89149,KIC 4349452
244ScH1-hi55763.84074,KIC 4349452
244ScH1-hi55768.85280,KIC 4349452
244ScH1-hi55769.94389,KIC 4349452
244ScH1-hi55782.06514,KIC 4349452
244ScH1-hi55787.76293,KIC 4349452
244ScH1-hi55788.93820,KIC 4349452
244ScH1-hi55789.79806,KIC 4349452
244ScH1-hi55789.80493,KIC 4349452
244ScH1-hi55790.75560,KIC 4349452
244ScH1-hi55791.93316,KIC 4349452
244ScH1-hi55792.76727,KIC 4349452
244ScH1-hi55794.92551,KIC 4349452
244ScH1-hi55796.89320,KIC 4349452
244ScH1-hi55798.75925,KIC 4349452
244ScH1-hi55806.78943,KIC 4349452
244ScH1-hi55808.79745,KIC 4349452
244ScH1-hi55810.73483,KIC 4349452
244ScH1-hi55814.92726,KIC 4349452
244ScH1-hi55902.71148,KIC 4349452
244ScH1-hi55903.69935,KIC 4349452
244ScH1-hi56114.85223,KIC 4349452
244ScH1-hi56134.92989,KIC 4349452
244ScH1-hi56139.02835,KIC 4349452
244ScH1-hi56145.94413,KIC 4349452
244ScH1-hi56147.80684,KIC 4349452
244ScH1-hi56148.83991,KIC 4349452
244ScH1-hi56152.96270,KIC 4349452
244ScH1-hi56163.79433,KIC 4349452
496S-hi58291.99186,KIC 4454752
1332S-hi57202.08618,KIC 4455231
627S-hi55673.10680,KIC 4563268
446S-hi56854.87372,KIC 4633570
628S-hi55789.02300,KIC 4644604
1805S-hi56133.80250,KIC 4644952
629S-hi55789.03938,KIC 4656049
1534S-hi55789.06206,KIC 4741126
367S-hi55728.91878,KIC 4815520
367ScH1-hi55634.10423,KIC 4815520
632S-hi55706.01424,KIC 4827723
232S-hi56113.82536,KIC 4833421
500S-hi55762.94276,KIC 4852528
818S-hi58364.90023,KIC 4913852
108S-hi55438.92972,KIC 4914423
108Sc-hi56910.93819,KIC 4914423
108Sc-hi57000.72860,KIC 4914423
108Sc-hi57151.01738,KIC 4914423
108Sc-hi57197.90842,KIC 4914423
108ScH1-gm55073.96856,KIC 4914423
108ScH1-gm55074.93887,KIC 4914423
108ScH1-gm55077.00564,KIC 4914423
108ScH1-gm55079.99158,KIC 4914423
108ScH1-gm55080.98290,KIC 4914423
108ScH1-gm55082.90208,KIC 4914423
108ScH1-gm55083.78040,KIC 4914423
108ScH1-gm55084.91361,KIC 4914423
108ScH1-gm55111.79546,KIC 4914423
108ScH1-gm55134.78713,KIC 4914423
108ScH1-gm55135.81584,KIC 4914423
108ScH1-hi55313.10461,KIC 4914423
108ScH1-hi55321.99772,KIC 4914423
108ScH1-hi55377.87511,KIC 4914423
108ScH1-hi55378.83831,KIC 4914423
108ScH1-hi55402.98798,KIC 4914423
108ScH1-hi55411.03464,KIC 4914423
108ScH1-hi55425.91661,KIC 4914423
108ScH1-hi55433.84431,KIC 4914423
108ScH1-hi55438.92972,KIC 4914423
108ScH1-hi55440.82221,KIC 4914423
108ScH1-hi55794.03037,KIC 4914423
108ScH1-hi55809.90077,KIC 4914423
108ScH1-hi56145.99789,KIC 4914423
1609S-hi55796.03207,KIC 5009743
161S-hi55701.01466,KIC 5084942
282S-hi55664.10886,KIC 5088536
282Sc-hi57241.07653,KIC 5088536
282Sc-hi57244.84688,KIC 5088536
282Sc-hi57290.85702,KIC 5088536
123S-hi55406.01738,KIC 5094751
123Sc-hi56844.91612,KIC 5094751
123Sc-hi56908.78730,KIC 5094751
123Sc-hi56909.93364,KIC 5094751
123Sc-hi56911.81632,KIC 5094751
123Sc-hi56912.81519,KIC 5094751
123Sc-hi57236.02534,KIC 5094751
123ScH1-gm55074.99246,KIC 5094751
123ScH1-gm55075.96920,KIC 5094751
123ScH1-gm55076.84939,KIC 5094751
123ScH1-gm55080.95636,KIC 5094751
123ScH1-gm55081.83808,KIC 5094751
123ScH1-gm55081.86007,KIC 5094751
123ScH1-gm55082.92091,KIC 5094751
123ScH1-gm55083.96408,KIC 5094751
123ScH1-gm55084.94936,KIC 5094751
123ScH1-gm55170.75581,KIC 5094751
123ScH1-hi55314.05961,KIC 5094751
123ScH1-hi55321.10430,KIC 5094751
123ScH1-hi55343.07386,KIC 5094751
123ScH1-hi55344.09819,KIC 5094751
123ScH1-hi55372.96316,KIC 5094751
123ScH1-hi55378.87052,KIC 5094751
123ScH1-hi55406.01738,KIC 5094751
123ScH1-hi56166.84494,KIC 5094751
638S-hi55674.09968,KIC 5113822
639S-hi55706.08296,KIC 5120087
640S-hi55673.12011,KIC 5121511
1669S-hi56168.02839,KIC 5183357
825S-hi56853.99946,KIC 5252423
248ScH1-hi55373.94137,KIC 5364071
1557S-hi56144.86853,KIC 5371776
1825S-hi56144.12100,KIC 5375194
261S-hi55413.98901,KIC 5383248
261Sc-hi56469.00476,KIC 5383248
261Sc-hi56474.04630,KIC 5383248
261Sc-hi56475.85079,KIC 5383248
261Sc-hi56477.83548,KIC 5383248
261Sc-hi56482.79540,KIC 5383248
261Sc-hi56485.95624,KIC 5383248
261Sc-hi56487.01066,KIC 5383248
261Sc-hi56490.04228,KIC 5383248
261Sc-hi56494.01084,KIC 5383248
261Sc-hi56519.04639,KIC 5383248
261Sc-hi56849.03948,KIC 5383248
261Sc-hi56852.05597,KIC 5383248
261Sc-hi56860.89590,KIC 5383248
261Sc-hi56862.05398,KIC 5383248
261Sc-hi56863.12006,KIC 5383248
261Sc-hi56866.10435,KIC 5383248
261Sc-hi56872.11353,KIC 5383248
261Sc-hi56910.86038,KIC 5383248
261Sc-hi57239.98128,KIC 5383248
261Sc-hi57241.09687,KIC 5383248
261ScH1-hi55405.03016,KIC 5383248
261ScH1-hi55405.88994,KIC 5383248
261ScH1-hi55413.97652,KIC 5383248
261ScH1-hi55413.98901,KIC 5383248
261ScH1-hi55431.79455,KIC 5383248
261ScH1-hi55436.98691,KIC 5383248
261ScH1-hi55437.96092,KIC 5383248
261ScH1-hi55437.97174,KIC 5383248
261ScH1-hi55438.82929,KIC 5383248
261ScH1-hi55439.85563,KIC 5383248
261ScH1-hi55455.81960,KIC 5383248
261ScH1-hi55486.83399,KIC 5383248
261ScH1-hi55542.71464,KIC 5383248
261ScH1-hi55544.70344,KIC 5383248
261ScH1-hi55723.09257,KIC 5383248
261ScH1-hi55787.90335,KIC 5383248
261ScH1-hi55795.03597,KIC 5383248
261ScH1-hi55795.83597,KIC 5383248
261ScH1-hi56099.03384,KIC 5383248
261ScH1-hi56111.92528,KIC 5383248
261ScH1-hi56145.90759,KIC 5383248
261ScH1-hi56148.98164,KIC 5383248
261ScH1-hi56152.06722,KIC 5383248
261ScH1-hi56163.80576,KIC 5383248
261ScH1-hi56164.84619,KIC 5383248
261ScH1-hi56175.87727,KIC 5383248
261ScH1-hi56176.89465,KIC 5383248
834S-hi56147.98490,KIC 5436502
1567S-hi56177.88373,KIC 5438099
1601S-hi57201.08612,KIC 5438757
409S-hi56116.12290,KIC 5444548
835S-hi56178.83058,KIC 5456651
835ScH1-hi56178.83058,KIC 5456651
1930S-hi55808.89372,KIC 5511081
1930Sc-hi56913.88076,KIC 5511081
257S-hi55664.09828,KIC 5514383
1838S-hi58294.01654,KIC 5526527
837S-hi57210.07849,KIC 5531576
1621S-hi55808.88263,KIC 5561278
1588S-hi58263.99502,KIC 5617854
448S-hi56163.95394,KIC 5640085
448ScH1-hi56163.95394,KIC 5640085
610S-hi58263.89268,KIC 5686174
505S-hi56111.82207,KIC 5689351
148S-hi55428.86559,KIC 5735762
148Sc-hi56208.75096,KIC 5735762
148Sc-hi56469.04866,KIC 5735762
148Sc-hi56474.90089,KIC 5735762
148Sc-hi56477.81913,KIC 5735762
148Sc-hi56484.82798,KIC 5735762
148Sc-hi56487.82076,KIC 5735762
148Sc-hi56489.94662,KIC 5735762
148Sc-hi56493.95323,KIC 5735762
148Sc-hi56506.97197,KIC 5735762
148Sc-hi56512.80967,KIC 5735762
148Sc-hi56522.78079,KIC 5735762
148Sc-hi56532.93562,KIC 5735762
148Sc-hi56826.91796,KIC 5735762
148Sc-hi56843.02217,KIC 5735762
148Sc-hi56845.97099,KIC 5735762
148Sc-hi56862.08224,KIC 5735762
148Sc-hi56863.88917,KIC 5735762
148Sc-hi56864.86213,KIC 5735762
148Sc-hi56894.00558,KIC 5735762
148Sc-hi56895.76613,KIC 5735762
148Sc-hi56906.95601,KIC 5735762
148Sc-hi56909.77629,KIC 5735762
148Sc-hi56912.91035,KIC 5735762
148Sc-hi57210.93723,KIC 5735762
148ScH1-gm55074.02650,KIC 5735762
148ScH1-gm55074.04693,KIC 5735762
148ScH1-gm55075.03209,KIC 5735762
148ScH1-gm55076.79985,KIC 5735762
148ScH1-gm55077.79761,KIC 5735762
148ScH1-gm55077.81170,KIC 5735762
148ScH1-gm55077.82656,KIC 5735762
148ScH1-gm55077.85220,KIC 5735762
148ScH1-gm55077.95516,KIC 5735762
148ScH1-gm55077.97513,KIC 5735762
148ScH1-gm55079.00851,KIC 5735762
148ScH1-hi55312.10688,KIC 5735762
148ScH1-hi55377.90809,KIC 5735762
148ScH1-hi55381.05456,KIC 5735762
148ScH1-hi55400.88595,KIC 5735762
148ScH1-hi55407.07828,KIC 5735762
148ScH1-hi55414.94152,KIC 5735762
148ScH1-hi55428.86559,KIC 5735762
148ScH1-hi55434.89714,KIC 5735762
148ScH1-hi55438.78384,KIC 5735762
148ScH1-hi55438.81177,KIC 5735762
148ScH1-hi55787.84365,KIC 5735762
148ScH1-hi55793.77512,KIC 5735762
148ScH1-hi55796.82115,KIC 5735762
148ScH1-hi55797.94700,KIC 5735762
148ScH1-hi55799.02861,KIC 5735762
148ScH1-hi55807.82907,KIC 5735762
148ScH1-hi55810.97777,KIC 5735762
148ScH1-hi55811.95378,KIC 5735762
148ScH1-hi55814.86558,KIC 5735762
148ScH1-hi56115.91207,KIC 5735762
148ScH1-hi56141.02544,KIC 5735762
148ScH1-hi56145.89059,KIC 5735762
148ScH1-hi56164.82937,KIC 5735762
148ScH1-hi56173.84856,KIC 5735762
97S-hi55133.85564,KIC 5780885
97ScH1-gm55133.85564,KIC 5780885
97ScH1-gm55134.72490,KIC 5780885
842S-hi58330.06646,KIC 5794379
842S-hi58331.02667,KIC 5794379
842S-hi58331.94196,KIC 5794379
1050S-hi55791.07690,KIC 5809890
85S-hi55733.99068,KIC 5866724
85Sc-hi56850.06547,KIC 5866724
85Sc-hi56862.06549,KIC 5866724
85Sc-hi56865.07875,KIC 5866724
85Sc-hi56865.76234,KIC 5866724
85Sc-hi56866.96729,KIC 5866724
85Sc-hi56872.95213,KIC 5866724
85Sc-hi56874.09249,KIC 5866724
85Sc-hi56880.93104,KIC 5866724
85Sc-hi56891.82518,KIC 5866724
85Sc-hi56893.02136,KIC 5866724
